User_id,Gender,Location,Max_transaction_date,No_of_transactions,No_of_transactions_weekends,No_of_transactions_weekdays,No_of_transactions_after_2PM,No_of_transactions_after_2PM,No_of_transactions_before_2PM,Total_spend,Total_discount_amount,Discount_percentage,Total_quantity,No_of_transactions_with_discount_more_than_20pct,No_of_distinct_products_purchased,No_of_distinct_segments_purchased,No_of_distinct_styles_purchased,segment,,
1088,M,South,14:00.0,8,1,7,3,5,834,142.56,17.0935,25,3,7,2,4,7,Medium,,
1089,M,South,01:00.0,6,1,5,3,3,719,107.64,14.9707,20,1,4,2,4,4,Medium,,
1090,M,South,29:00.0,11,6,5,6,5,717,94.45,13.1729,31,1,7,2,4,7,Medium,,
1091,M,South,30:00.0,14,6,8,7,7,1284,195.57,15.2313,42,4,9,2,4,9,High,,
1092,M,South,49:00.0,7,4,3,1,6,622,71.64,11.5176,26,2,6,2,4,6,Medium,,
1093,M,South,21:00.0,14,3,11,8,6,1214,125.46,10.3344,51,1,7,2,4,7,High,,
1094,M,North,59:00.0,10,2,8,5,5,811,118.97,14.6695,27,1,5,2,3,5,Medium,,
1095,M,South,28:00.0,4,0,4,1,3,484,22.3,4.6074,13,0,3,2,2,3,Low,,
1096,F,North,55:00.0,9,4,5,7,2,865,94.92,10.9734,31,0,7,2,4,7,Medium,,
1097,M,North,32:00.0,7,2,5,3,4,620,82.01,13.2274,28,1,5,2,3,5,Medium,,
1098,M,South,01:00.0,17,5,12,11,6,1963,296.14,15.086,50,3,9,2,4,9,High,,
1099,F,South,34:00.0,11,2,9,5,6,909,139.69,15.3674,35,1,9,2,4,9,Medium,,
1100,F,South,10:00.0,12,4,8,5,7,970,110.77,11.4195,40,0,9,2,4,9,Medium,,
1101,M,South,01:00.0,6,1,5,5,1,520,50.22,9.6576,15,0,6,2,4,6,Medium,,
1102,F,North,20:00.0,7,1,6,1,6,393,41.57,10.5776,17,1,7,2,4,7,Low,,
1103,M,South,07:00.0,8,2,6,4,4,631,83.51,13.2345,29,1,6,2,3,6,Medium,,
1104,M,South,43:00.0,11,2,9,7,4,924,152.16,16.4675,29,1,8,2,4,8,Medium,,
1105,M,South,40:00.0,11,2,9,3,8,555,83.91,15.1189,27,4,8,2,3,8,Medium,,
1106,F,South,01:00.0,10,6,4,4,6,1005,115.31,11.4736,32,2,7,2,4,7,High,,
1107,F,South,43:00.0,6,0,6,2,4,273,35.67,13.0659,15,1,5,2,4,5,Low,,
1108,M,North,29:00.0,12,5,7,6,6,781,104.44,13.3725,29,2,7,2,4,7,Medium,,
1109,M,South,04:00.0,11,2,9,4,7,774,92.72,11.9793,34,1,8,2,4,8,Medium,,
1110,M,South,52:00.0,6,0,6,3,3,667,52.83,7.9205,17,0,5,2,4,5,Medium,,
1111,M,South,35:00.0,12,4,8,5,7,1132,127.37,11.2517,29,3,6,2,4,6,High,,
1112,M,South,39:00.0,6,0,6,2,4,616,90.46,14.685,18,0,6,2,3,6,Medium,,
1113,M,North,41:00.0,10,4,6,6,4,1007,106.79,10.6047,38,0,5,2,4,5,High,,
1114,M,South,52:00.0,13,5,8,4,9,1142,143.38,12.5551,40,3,9,2,4,9,High,,
1115,M,South,43:00.0,6,1,5,4,2,568,61.46,10.8204,27,0,5,2,3,5,Medium,,
1116,M,South,40:00.0,10,5,5,4,6,805,64.93,8.0658,33,2,7,2,4,7,Medium,,
1117,M,South,35:00.0,3,1,2,1,2,282,22.62,8.0212,10,0,2,1,2,2,Low,,
1118,M,South,34:00.0,8,3,5,2,6,551,55.79,10.1252,28,2,5,2,2,5,Medium,,
1119,M,South,08:00.0,11,5,6,4,7,1147,157.3,13.714,42,2,7,2,4,7,High,,
1120,M,North,16:00.0,5,2,3,1,4,416,85.5,20.5528,15,3,5,2,4,5,Low,,
1121,M,South,47:00.0,6,2,4,2,4,566,82.58,14.5901,24,1,4,2,2,4,Medium,,
1122,M,South,27:00.0,11,2,9,4,7,852,123.95,14.5481,34,2,6,2,3,6,Medium,,
1123,F,South,57:00.0,5,2,3,3,2,356,46.34,13.0168,12,0,4,2,3,4,Low,,
1124,M,South,04:00.0,12,3,9,7,5,1169,127.81,10.9332,38,1,10,2,4,10,High,,
1125,M,South,14:00.0,8,0,8,3,5,525,47.76,9.0971,17,1,6,2,4,6,Medium,,
1126,M,South,11:00.0,9,2,7,6,3,630,73.55,11.6746,23,0,5,2,4,5,Medium,,
1127,F,North,32:00.0,16,5,11,6,10,1048,116.01,11.0696,53,1,9,2,4,9,High,,
1128,F,South,28:00.0,4,1,3,3,1,197,33.09,16.7969,12,0,3,1,2,3,Low,,
1129,M,South,57:00.0,8,2,6,1,7,769,102.03,13.2678,24,1,6,2,3,6,Medium,,
1130,M,South,39:00.0,11,3,8,2,9,1029,149.29,14.5082,41,1,8,2,4,8,High,,
1131,F,South,46:00.0,16,5,11,6,10,1311,144.82,11.0465,44,3,10,2,4,10,High,,
1132,F,South,30:00.0,9,1,8,3,6,445,49.76,11.182,19,1,6,2,3,6,Low,,
1133,M,South,03:00.0,13,4,9,4,9,2019,293.44,14.5339,55,1,7,2,4,7,High,,
1134,F,South,01:00.0,6,3,3,3,3,248,31.11,12.5443,19,1,5,2,4,5,Low,,
1135,M,South,54:00.0,11,4,7,4,7,1059,114.93,10.8526,37,1,7,2,3,7,High,,
1136,F,South,42:00.0,10,4,6,4,6,783,108.64,13.8748,34,1,8,2,4,8,Medium,,
1137,M,South,08:00.0,10,4,6,3,7,832,145.05,17.4338,29,3,7,2,4,7,Medium,,
1138,M,South,41:00.0,10,3,7,5,5,891,125.9,14.1301,34,0,8,2,4,8,Medium,,
1139,M,South,03:00.0,12,4,8,5,7,944,126.68,13.4194,30,1,6,2,3,6,Medium,,
1140,F,South,40:00.0,14,5,9,8,6,750,103.63,13.8173,37,3,7,2,3,7,Medium,,
1141,M,South,34:00.0,12,3,9,5,7,1005,140.82,14.0119,33,1,9,2,4,9,High,,
1142,M,South,34:00.0,8,2,6,4,4,528,61.07,11.5662,26,1,6,2,3,6,Medium,,
1143,M,South,28:00.0,6,3,3,2,4,553,76.94,13.9132,23,1,6,2,3,6,Medium,,
1144,F,South,09:00.0,9,1,8,5,4,800,93.36,11.67,29,2,7,2,4,7,Medium,,
1145,M,South,50:00.0,10,4,6,3,7,658,92.22,14.0151,28,3,7,2,4,7,Medium,,
1146,F,South,35:00.0,2,2,0,2,0,232,34.22,14.75,8,1,1,1,1,1,Low,,
1147,M,North,21:00.0,7,3,4,4,3,408,56.32,13.8039,19,0,5,2,4,5,Low,,
1148,M,South,59:00.0,6,2,4,2,4,676,49.92,7.3846,20,0,3,2,3,3,Medium,,
1149,M,South,57:00.0,6,2,4,3,3,496,48.34,9.7459,14,0,6,2,4,6,Low,,
1150,F,North,20:00.0,19,6,13,7,12,1517,214.04,14.1094,55,3,10,2,4,10,High,,
1151,M,South,26:00.0,6,5,1,3,3,528,55.86,10.5795,17,0,4,2,3,4,Medium,,
1152,M,South,07:00.0,6,2,4,1,5,537,55.57,10.3482,21,1,6,2,3,6,Medium,,
1153,M,North,01:00.0,4,0,4,3,1,225,10.46,4.6488,10,0,4,2,3,4,Low,,
1154,M,South,54:00.0,6,1,5,0,6,475,53.88,11.3431,16,1,6,2,4,6,Low,,
1155,F,South,36:00.0,8,2,6,3,5,601,87.78,14.6056,22,2,7,2,4,7,Medium,,
1156,M,North,49:00.0,12,5,7,4,8,1316,187.01,14.2104,36,1,7,2,4,7,High,,
1157,M,South,21:00.0,7,2,5,3,4,427,32.13,7.5245,16,1,4,2,3,4,Low,,
1158,M,South,06:00.0,12,4,8,2,10,940,114.92,12.2255,40,0,7,2,4,7,Medium,,
1159,M,South,01:00.0,10,3,7,5,5,539,46.23,8.5769,24,0,6,2,4,6,Medium,,
1160,M,South,07:00.0,10,1,9,2,8,801,79.62,9.94,35,0,6,2,3,6,Medium,,
1161,F,South,22:00.0,6,2,4,3,3,600,60.83,10.1383,20,1,6,2,3,6,Medium,,
1162,M,South,17:00.0,10,2,8,4,6,736,89.41,12.148,26,2,7,2,4,7,Medium,,
1163,F,South,35:00.0,7,2,5,4,3,505,82.37,16.3108,21,3,6,2,3,6,Medium,,
1164,F,South,20:00.0,8,3,5,3,5,493,56.98,11.5578,22,2,6,2,3,6,Low,,
1165,F,South,02:00.0,3,3,0,0,3,303,31.32,10.3366,10,0,2,1,1,2,Low,,
1166,M,North,45:00.0,6,3,3,4,2,481,56.65,11.7775,15,1,4,2,3,4,Low,,
1167,M,North,54:00.0,9,2,7,3,6,1019,114.68,11.2541,24,1,5,2,4,5,High,,
1168,F,South,35:00.0,8,2,6,4,4,401,29.71,7.4089,22,0,6,2,3,6,Low,,
1169,M,South,45:00.0,8,3,5,4,4,674,57.16,8.4807,21,0,4,2,4,4,Medium,,
1170,F,South,29:00.0,9,3,6,6,3,828,65.94,7.9637,30,0,6,2,3,6,Medium,,
1171,F,South,02:00.0,5,1,4,3,2,770,76.74,9.9662,19,1,4,1,2,4,Medium,,
1172,F,South,43:00.0,8,3,5,6,2,755,110.84,14.6807,23,0,6,2,4,6,Medium,,
1173,M,North,14:00.0,3,2,1,2,1,117,11.17,9.547,3,0,3,2,2,3,Low,,
1174,M,South,35:00.0,8,4,4,4,4,633,75.63,11.9478,22,0,8,2,4,8,Medium,,
1175,M,South,57:00.0,7,4,3,3,4,544,45.86,8.4301,20,1,6,2,3,6,Medium,,
1176,M,South,10:00.0,7,3,4,2,5,600,40.61,6.7683,20,0,7,2,4,7,Medium,,
1177,M,South,18:00.0,10,1,9,2,8,930,138.32,14.8731,32,1,8,2,4,8,Medium,,
1178,M,South,39:00.0,12,3,9,5,7,998,136.24,13.6513,34,2,8,2,4,8,Medium,,
1179,M,South,32:00.0,9,5,4,6,3,951,120.75,12.6971,24,1,7,2,4,7,Medium,,
1180,M,South,56:00.0,5,1,4,2,3,242,20.99,8.6735,8,0,4,2,4,4,Low,,
1181,M,South,21:00.0,8,1,7,3,5,558,30.21,5.4139,24,0,6,2,4,6,Medium,,
1182,F,South,33:00.0,12,2,10,6,6,1114,116.59,10.4658,32,2,6,2,3,6,High,,
1183,M,South,12:00.0,6,1,5,3,3,491,60.22,12.2647,15,2,5,2,4,5,Low,,
1184,M,South,39:00.0,10,2,8,6,4,1096,138.06,12.5967,29,1,7,2,4,7,High,,
1185,M,South,15:00.0,5,1,4,3,2,585,71.43,12.2102,21,0,4,2,3,4,Medium,,
1186,F,North,52:00.0,13,3,10,4,9,803,130.78,16.2864,32,2,7,2,4,7,Medium,,
1187,M,South,52:00.0,13,5,8,5,8,1260,146.9,11.6587,39,1,8,2,4,8,High,,
1188,M,South,33:00.0,13,4,9,8,5,1243,99.73,8.0233,42,1,6,2,4,6,High,,
1189,M,South,32:00.0,8,2,6,4,4,1068,122.16,11.4382,25,1,4,2,3,4,High,,
1190,M,South,13:00.0,10,3,7,1,9,1075,147.26,13.6986,35,1,8,2,4,8,High,,
1191,M,South,05:00.0,10,2,8,3,7,560,84.47,15.0839,29,1,6,2,4,6,Medium,,
1192,M,South,38:00.0,9,1,8,2,7,832,90.28,10.8509,26,1,7,2,4,7,Medium,,
1193,M,South,30:00.0,7,2,5,5,2,453,39.35,8.6865,13,1,6,2,3,6,Low,,
1194,F,South,17:00.0,6,1,5,2,4,361,51.27,14.2022,17,3,5,2,4,5,Low,,
1195,M,South,29:00.0,9,1,8,4,5,1156,109.86,9.5034,33,1,5,2,4,5,High,,
1196,M,South,47:00.0,8,3,5,5,3,632,93.12,14.7341,20,1,7,2,4,7,Medium,,
1197,M,South,55:00.0,11,4,7,4,7,789,109.18,13.8377,28,2,7,2,4,7,Medium,,
1198,F,North,23:00.0,10,2,8,4,6,565,53.05,9.3893,29,2,6,2,3,6,Medium,,
1199,M,South,09:00.0,9,5,4,6,3,804,113.13,14.0708,28,2,6,2,4,6,Medium,,
1200,M,South,15:00.0,5,2,3,3,2,356,47.9,13.455,11,1,5,2,3,5,Low,,
1201,M,South,38:00.0,11,3,8,4,7,439,80.41,18.3166,22,4,8,2,4,8,Low,,
1202,M,South,27:00.0,12,2,10,7,5,1047,91.74,8.7621,40,0,8,2,4,8,High,,
1203,F,South,47:00.0,8,1,7,4,4,733,103.56,14.1282,20,0,5,2,3,5,Medium,,
1204,M,South,12:00.0,7,3,4,1,6,467,60.45,12.9443,16,1,6,2,3,6,Low,,
1205,F,South,45:00.0,8,3,5,4,4,770,50.59,6.5701,31,1,7,2,4,7,Medium,,
1206,F,South,01:00.0,9,5,4,4,5,574,83.36,14.5226,21,2,7,2,4,7,Medium,,
1207,M,South,41:00.0,8,2,6,3,5,447,47.02,10.519,23,1,5,2,3,5,Low,,
1208,M,South,51:00.0,9,3,6,4,5,876,116.04,13.2465,26,3,7,2,3,7,Medium,,
1209,M,North,20:00.0,9,1,8,1,8,991,129.85,13.1029,23,2,6,2,3,6,Medium,,
1210,F,South,44:00.0,8,1,7,2,6,593,77.6,13.086,23,1,5,2,4,5,Medium,,
1211,F,South,18:00.0,10,2,8,2,8,705,89.79,12.7361,30,0,7,2,4,7,Medium,,
1212,F,South,26:00.0,11,3,8,6,5,749,99.51,13.2857,29,4,7,2,4,7,Medium,,
1213,F,South,13:00.0,9,2,7,3,6,898,88.27,9.8296,30,0,8,2,4,8,Medium,,
1214,F,South,14:00.0,5,1,4,2,3,237,44.23,18.6624,7,3,4,2,3,4,Low,,
1215,M,South,15:00.0,7,3,4,3,4,942,84.5,8.9702,21,0,6,2,4,6,Medium,,
1216,M,South,36:00.0,12,2,10,6,6,1005,137.27,13.6587,35,2,8,2,4,8,High,,
1217,F,South,56:00.0,8,4,4,1,7,715,98.98,13.8433,25,3,6,2,3,6,Medium,,
1218,F,South,43:00.0,11,1,10,6,5,975,107.7,11.0461,33,2,8,2,4,8,Medium,,
1219,F,South,25:00.0,9,2,7,3,6,816,105.45,12.9227,23,1,5,2,3,5,Medium,,
1220,F,South,17:00.0,9,4,5,4,5,945,85.92,9.092,32,1,6,2,4,6,Medium,,
1221,M,South,12:00.0,6,2,4,2,4,541,74.82,13.8299,22,1,5,2,4,5,Medium,,
1222,F,North,35:00.0,3,1,2,1,2,321,20.36,6.3426,9,0,3,2,2,3,Low,,
1223,F,South,02:00.0,8,1,7,4,4,663,102.24,15.4208,23,1,6,2,3,6,Medium,,
1224,F,South,44:00.0,14,6,8,8,6,910,112.62,12.3758,41,4,8,2,4,8,Medium,,
1225,M,North,23:00.0,10,1,9,4,6,740,72.69,9.8229,27,1,8,2,4,8,Medium,,
1226,F,North,42:00.0,6,2,4,3,3,250,28.7,11.48,17,0,5,2,4,5,Low,,
1227,M,South,37:00.0,10,2,8,3,7,919,127.29,13.8509,26,2,8,2,4,8,Medium,,
1228,F,South,48:00.0,8,4,4,5,3,1024,119.26,11.6464,30,0,7,2,4,7,High,,
1229,M,South,34:00.0,9,1,8,3,6,564,74.62,13.2304,25,3,7,2,3,7,Medium,,
1230,M,North,37:00.0,7,2,5,3,4,731,124.81,17.0738,18,4,5,2,4,5,Medium,,
1231,M,South,48:00.0,11,3,8,5,6,1076,151.41,14.0715,32,2,7,2,3,7,High,,
1232,F,South,13:00.0,7,2,5,1,6,631,90.62,14.3613,19,1,6,2,4,6,Medium,,
1233,F,North,57:00.0,3,2,1,2,1,85,9.77,11.4941,5,0,3,2,2,3,Low,,
1234,F,North,54:00.0,10,2,8,4,6,950,117.98,12.4189,27,3,7,2,4,7,Medium,,
1235,F,South,16:00.0,6,2,4,2,4,677,48.67,7.189,18,0,5,2,2,5,Medium,,
1236,M,North,46:00.0,10,4,6,7,3,882,73.43,8.3253,26,1,8,2,4,8,Medium,,
1237,F,North,02:00.0,8,2,6,4,4,851,82.49,9.6933,23,1,7,2,4,7,Medium,,
1238,M,South,19:00.0,5,2,3,2,3,333,41.26,12.3903,23,1,5,2,3,5,Low,,
1239,M,North,08:00.0,12,6,6,3,9,935,77.37,8.2748,38,0,7,2,4,7,Medium,,
1240,M,South,29:00.0,10,3,7,4,6,747,65.8,8.8085,32,1,7,2,3,7,Medium,,
1241,M,South,38:00.0,11,1,10,6,5,870,76.11,8.7482,30,0,7,2,4,7,Medium,,
1242,F,South,43:00.0,9,1,8,4,5,831,111.45,13.4115,28,4,6,2,3,6,Medium,,
1243,F,South,12:00.0,9,3,6,2,7,866,79.51,9.1812,26,1,5,2,3,5,Medium,,
1244,F,South,30:00.0,10,1,9,3,7,1002,107.98,10.7764,38,1,7,2,4,7,High,,
1245,M,South,22:00.0,8,3,5,3,5,740,107.79,14.5662,27,1,6,2,3,6,Medium,,
1246,M,South,31:00.0,11,4,7,6,5,1245,102.22,8.2104,32,1,9,2,4,9,High,,
1247,M,North,48:00.0,11,2,9,6,5,979,167.97,17.1573,34,4,8,2,4,8,Medium,,
1248,M,South,54:00.0,10,2,8,4,6,891,93.12,10.4511,25,0,8,2,3,8,Medium,,
1249,M,South,15:00.0,7,3,4,2,5,472,69.54,14.733,22,1,6,2,3,6,Low,,
1250,F,North,38:00.0,12,4,8,5,7,1105,111.84,10.1212,39,0,7,2,4,7,High,,
1251,M,South,15:00.0,7,0,7,4,3,602,97.47,16.191,22,2,6,2,3,6,Medium,,
1252,M,South,09:00.0,7,3,4,2,5,515,75.92,14.7417,18,2,6,2,4,6,Medium,,
1253,M,South,42:00.0,15,5,10,6,9,837,103.84,12.4062,38,2,9,2,4,9,Medium,,
1254,M,South,54:00.0,13,2,11,4,9,912,95.43,10.4638,39,1,9,2,4,9,Medium,,
1255,M,South,41:00.0,12,4,8,5,7,1443,172.75,11.9715,42,2,8,2,4,8,High,,
1256,F,South,19:00.0,8,1,7,5,3,986,146.04,14.8113,29,1,6,2,4,6,Medium,,
1257,F,South,34:00.0,7,1,6,3,4,375,49.29,13.144,18,2,5,2,4,5,Low,,
1258,M,South,31:00.0,9,3,6,3,6,1058,164.82,15.5784,31,1,6,2,3,6,High,,
1259,M,South,39:00.0,12,5,7,7,5,977,117.1,11.9856,37,0,9,2,4,9,Medium,,
1260,M,South,51:00.0,9,3,6,4,5,852,126.78,14.8802,30,2,7,2,3,7,Medium,,
1261,M,South,40:00.0,15,5,10,4,11,1303,192.86,14.8012,50,5,8,2,4,8,High,,
1262,M,South,21:00.0,11,7,4,4,7,707,41.5,5.8698,28,2,4,2,4,4,Medium,,
1263,M,South,38:00.0,7,2,5,3,4,543,52.41,9.6519,13,0,7,2,4,7,Medium,,
1264,M,South,13:00.0,5,1,4,1,4,542,110.53,20.3929,16,3,5,2,3,5,Medium,,
1265,M,South,43:00.0,11,2,9,7,4,980,107,10.9183,32,2,8,2,4,8,Medium,,
1266,F,South,02:00.0,6,2,4,2,4,331,31.09,9.3927,20,0,6,2,3,6,Low,,
1267,F,South,53:00.0,10,1,9,2,8,677,60.08,8.8744,25,3,8,2,3,8,Medium,,
1268,M,South,37:00.0,9,2,7,2,7,1028,138.09,13.4328,35,2,6,2,3,6,High,,
1269,M,South,48:00.0,11,7,4,4,7,1194,94.2,7.8894,44,0,7,2,4,7,High,,
1270,M,South,21:00.0,5,2,3,4,1,726,120.54,16.6033,22,1,5,2,4,5,Medium,,
1271,F,South,28:00.0,13,7,6,8,5,956,113.45,11.8671,40,5,8,2,4,8,Medium,,
1272,F,South,56:00.0,5,3,2,1,4,388,26.88,6.9278,13,0,5,2,4,5,Low,,
1273,M,South,42:00.0,15,7,8,5,10,1246,88.81,7.1276,41,0,10,2,4,10,High,,
1274,M,South,07:00.0,12,3,9,5,7,647,65.3,10.0927,27,2,7,2,4,7,Medium,,
1275,F,North,41:00.0,8,3,5,6,2,336,36.06,10.7321,16,2,6,2,4,6,Low,,
1276,M,South,48:00.0,10,5,5,4,6,534,64.65,12.1067,35,2,6,2,4,6,Medium,,
1277,M,South,55:00.0,12,2,10,4,8,1133,157.72,13.9205,38,1,8,2,4,8,High,,
1278,M,South,18:00.0,7,4,3,3,4,975,135.97,13.9456,23,2,5,2,4,5,Medium,,
1279,M,South,55:00.0,8,1,7,4,4,541,65.91,12.1829,23,0,5,2,3,5,Medium,,
1280,M,South,18:00.0,6,3,3,3,3,744,84.47,11.3534,21,1,4,2,2,4,Medium,,
1281,F,North,31:00.0,11,6,5,6,5,1251,131.32,10.4972,36,1,8,2,4,8,High,,
1282,F,South,50:00.0,7,2,5,0,7,414,34.1,8.2367,19,0,7,2,4,7,Low,,
1283,M,South,43:00.0,10,3,7,5,5,898,138.65,15.4398,36,2,5,2,4,5,Medium,,
1284,F,South,29:00.0,10,3,7,4,6,772,106.88,13.8445,28,3,6,2,4,6,Medium,,
1285,M,South,18:00.0,10,6,4,7,3,753,58.96,7.83,25,0,5,2,3,5,Medium,,
1286,F,North,21:00.0,7,4,3,2,5,571,55.42,9.7057,22,1,5,2,3,5,Medium,,
1287,F,South,34:00.0,8,0,8,1,7,348,56.14,16.1321,20,1,4,2,3,4,Low,,
1288,M,North,51:00.0,7,2,5,3,4,685,93.05,13.5839,20,1,6,2,4,6,Medium,,
1289,F,North,41:00.0,9,2,7,4,5,685,107.97,15.762,26,2,5,1,2,5,Medium,,
1290,M,South,23:00.0,8,3,5,7,1,1046,84.1,8.0401,33,1,4,1,2,4,High,,
1291,M,South,31:00.0,7,2,5,5,2,791,94.5,11.9469,26,1,3,2,3,3,Medium,,
1292,M,North,30:00.0,3,0,3,0,3,282,32.51,11.5283,12,0,3,2,2,3,Low,,
1293,F,North,01:00.0,8,5,3,1,7,618,81.44,13.1779,17,2,7,2,3,7,Medium,,
1294,F,South,37:00.0,6,2,4,1,5,586,66.18,11.2935,17,2,5,2,4,5,Medium,,
1295,M,South,26:00.0,5,3,2,3,2,597,111.08,18.6063,20,2,4,2,3,4,Medium,,
1296,F,South,22:00.0,7,0,7,3,4,526,83.35,15.846,22,1,6,2,4,6,Medium,,
1297,M,South,17:00.0,5,2,3,2,3,804,99.96,12.4328,21,0,4,2,2,4,Medium,,
1298,F,South,41:00.0,8,3,5,5,3,942,82.72,8.7813,28,1,8,2,4,8,Medium,,
1299,M,South,03:00.0,7,0,7,4,3,842,89.02,10.5724,26,0,6,2,4,6,Medium,,
1300,M,South,50:00.0,10,5,5,3,7,742,52.39,7.0606,28,1,8,2,4,8,Medium,,
1301,M,North,35:00.0,8,3,5,2,6,678,86.02,12.6873,19,0,6,2,3,6,Medium,,
1302,M,South,37:00.0,7,0,7,1,6,519,41.91,8.0751,13,2,4,2,4,4,Medium,,
1303,M,South,14:00.0,9,1,8,6,3,382,46.1,12.068,23,0,6,2,4,6,Low,,
1304,F,South,52:00.0,5,1,4,2,3,530,44.32,8.3622,14,1,4,2,3,4,Medium,,
1305,M,South,40:00.0,7,3,4,1,6,517,28.05,5.4255,22,0,5,2,4,5,Medium,,
1306,F,South,26:00.0,12,5,7,4,8,1056,154.5,14.6306,37,2,8,2,4,8,High,,
1307,F,South,49:00.0,7,4,3,4,3,514,57.5,11.1867,21,2,6,2,4,6,Medium,,
1308,F,South,21:00.0,12,5,7,7,5,575,76.65,13.3304,22,2,9,2,4,9,Medium,,
1309,M,South,43:00.0,8,3,5,6,2,863,66.05,7.6535,27,0,7,2,4,7,Medium,,
1310,F,South,07:00.0,11,4,7,1,10,919,104.38,11.3579,32,0,6,2,4,6,Medium,,
1311,M,South,38:00.0,11,2,9,3,8,941,138.19,14.6854,34,2,7,2,4,7,Medium,,
1312,M,South,24:00.0,9,3,6,5,4,705,58.72,8.329,23,0,8,2,4,8,Medium,,
1313,M,North,49:00.0,11,3,8,7,4,874,129.91,14.8638,30,3,9,2,4,9,Medium,,
1314,M,South,34:00.0,7,2,5,4,3,682,125.18,18.3548,22,2,7,2,3,7,Medium,,
1315,M,South,04:00.0,6,2,4,3,3,403,16.36,4.0595,16,0,4,1,2,4,Low,,
1316,F,South,13:00.0,9,5,4,3,6,808,58.96,7.297,24,0,7,2,3,7,Medium,,
1317,M,South,47:00.0,11,5,6,4,7,893,112.63,12.6125,29,0,9,2,4,9,Medium,,
1318,M,South,30:00.0,8,2,6,2,6,595,44,7.3949,23,0,5,2,3,5,Medium,,
1319,M,South,31:00.0,3,0,3,2,1,137,12.14,8.8613,5,0,2,2,2,2,Low,,
1320,M,South,51:00.0,12,4,8,8,4,710,80.33,11.314,31,1,7,2,4,7,Medium,,
1321,M,South,38:00.0,6,3,3,2,4,465,43.81,9.4215,17,2,5,2,3,5,Low,,
1322,M,North,44:00.0,4,2,2,2,2,444,45.84,10.3243,14,0,4,2,3,4,Low,,
1323,M,South,09:00.0,5,3,2,1,4,448,51.07,11.3995,13,1,3,2,3,3,Low,,
1324,M,South,10:00.0,11,4,7,3,8,999,106.04,10.6146,35,0,7,2,4,7,Medium,,
1325,M,South,26:00.0,15,5,10,8,7,1028,116.54,11.3365,40,0,10,2,4,10,High,,
1326,M,South,44:00.0,8,2,6,3,5,741,54.82,7.3981,32,0,6,2,4,6,Medium,,
1327,F,North,41:00.0,8,4,4,1,7,685,90.66,13.235,23,1,5,2,3,5,Medium,,
1328,F,North,43:00.0,9,4,5,5,4,440,45.96,10.4454,31,0,4,2,4,4,Low,,
1329,M,South,03:00.0,10,4,6,5,5,1105,163.97,14.8389,33,2,7,2,4,7,High,,
1330,M,South,03:00.0,2,1,1,2,0,168,12.48,7.4285,5,0,2,2,2,2,Low,,
1331,M,South,24:00.0,10,4,6,3,7,882,81.81,9.2755,32,0,7,2,4,7,Medium,,
1332,M,South,49:00.0,15,3,12,7,8,1094,93.76,8.5703,46,1,8,2,4,8,High,,
1333,M,North,32:00.0,7,3,4,5,2,704,109.64,15.5738,20,1,5,2,3,5,Medium,,
1334,M,North,40:00.0,12,4,8,7,5,1498,238.37,15.9125,44,3,7,2,4,7,High,,
1335,M,South,48:00.0,6,0,6,3,3,247,26.24,10.6234,18,1,5,2,3,5,Low,,
1336,F,South,57:00.0,6,0,6,2,4,294,35.16,11.9591,12,0,5,2,3,5,Low,,
1337,M,South,33:00.0,6,2,4,2,4,560,43.6,7.7857,19,0,4,2,3,4,Medium,,
1338,M,North,12:00.0,7,3,4,3,4,619,113.42,18.3231,23,3,4,1,2,4,Medium,,
1339,F,South,05:00.0,11,3,8,6,5,1171,155.55,13.2835,36,0,7,2,4,7,High,,
1340,F,South,29:00.0,9,2,7,4,5,638,72.53,11.3683,26,0,8,2,4,8,Medium,,
1341,M,South,54:00.0,12,3,9,6,6,1002,64.93,6.48,37,1,7,2,3,7,High,,
1342,M,South,13:00.0,14,3,11,6,8,1120,122.75,10.9598,43,3,8,2,4,8,High,,
1343,M,North,31:00.0,8,3,5,2,6,543,32.38,5.9631,30,1,5,2,4,5,Medium,,
1344,F,North,10:00.0,9,0,9,2,7,598,85.65,14.3227,23,5,7,2,4,7,Medium,,
1345,F,South,43:00.0,7,1,6,5,2,453,56.32,12.4326,16,0,6,2,3,6,Low,,
1346,M,South,31:00.0,10,4,6,5,5,556,60.39,10.8615,28,1,7,2,3,7,Medium,,
1347,M,North,03:00.0,14,9,5,8,6,1394,134.74,9.6657,45,1,10,2,4,10,High,,
1348,M,South,16:00.0,9,1,8,5,4,904,110.94,12.2721,29,0,7,2,4,7,Medium,,
1349,M,South,09:00.0,10,1,9,3,7,687,89.85,13.0786,26,1,6,2,3,6,Medium,,
1350,M,South,37:00.0,3,3,0,1,2,201,32.24,16.0398,8,0,3,2,2,3,Low,,
1351,M,South,19:00.0,10,5,5,5,5,721,103.28,14.3245,26,3,6,2,4,6,Medium,,
1352,M,South,35:00.0,5,0,5,3,2,551,34.54,6.2686,18,0,4,2,4,4,Medium,,
1353,M,South,31:00.0,4,2,2,2,2,146,14.46,9.9041,8,1,4,2,3,4,Low,,
1354,M,South,21:00.0,13,4,9,4,9,1148,125.07,10.8945,44,2,8,2,4,8,High,,
1355,M,South,12:00.0,7,1,6,2,5,554,59.86,10.805,21,0,4,2,3,4,Medium,,
